text,aspect,sentiment
"Also , the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected , but a truly above and beyond thing to do ...",hostess,positive
even the wine by the glass was good .,wine by the glass,positive
would have rather tried terrace in the sky or water club for that price,price,negative
The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,price,negative
"For the price , you can not eat this well in Manhattan .",price,positive
Definitely not worth the price !,price,negative
Overall a disappointing experience for that price category .,price,negative
The price very reasonable .,price,positive
Could have had better for 1/3 the price in Chinatown .,price,negative
The main draw of this place is the price .,price,positive
"I also ordered the Change Mojito , which was out of this world .",Change Mojito,positive
"Ok , so the servers wander around a little clueless , but there ""s"" more than enough servers for the crowd they get -- it ""s"" fine , you just have to make a small effort to get their attention .",servers,negative
"The most annoying thing , though , is the fact that the servers seem to be trained to drive revenue .",servers,negative
The servers give you some sample slices of your order while you wait -LRB- shortly I might add -RRB- .,servers,positive
"Most of the servers are very attentive , friendly and quite attractive .",servers,positive
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool .,servers,negative
The host -LRB- owner -RRB- and servers are personable and caring .,servers,positive
Good luck getting a table .,getting a table,negative
bottles of wine are cheap and good .,bottles of wine,positive
"They did ""nt"" give us the dinner special until we asked for it .",dinner special,negative
"Similar to other Indian restaurants , they use the dinner special to attract customers at the door .",dinner special,neutral
Ess-A-Bagel -LRB- either by Sty-town or midtown -RRB- is by far the best bagel in NY .,bagel,positive
Also a little more expensive than your average bagel place .,bagel,neutral
I love to visit Murrays for my bagel fix .,bagel,positive
"Compared to Ess-a , Tal offers a less doughy bagel !",bagel,negative
"Their bagels are fine , but they are a little overcooked , and not really a ` special """" bagel experience .",bagel,neutral
I complete the total bagel experience by having it lightly toasted .,bagel,positive
The bagel was huge .,bagel,neutral
"Overall , the best bagel in town .",bagel,positive
"Please try the Filet Mignon , its just the most tender piece ever .",Filet Mignon,positive
The sake menu should not be overlooked !,sake menu,positive
the drinks are amazing and half off till 8pm .,drinks,positive
"His drinks are very inventive , delicious and classy .",drinks,positive
We were walking around the village and went into this place just for some drinks .,drinks,neutral
go here for the drinks !,drinks,positive
"Oh , but wait , we were out of drinks -LRB- which were also delightfully overpriced -RRB- .",drinks,negative
"i ""ve"" been back to nha trang literally a hundred times for the beef cubes - they ""re"" that good .",beef cubes,positive
"It is set far from the small street it ""s"" on , and there is no traffic noise .",traffic noise,positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,dinner meeting,neutral
"But , nothing stands out about the cooking .",cooking,neutral
"I work near-by , and they have the BEST oatmeal in the neighborhood - not a packaged or quick-cooked item .",oatmeal,positive
If you want good authentic Thai this place is not the place to go .,Thai,negative
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .,Grilled Chicken special with Edamame Puree,neutral
Staff is very accomodating .,Staff,positive
Staff is accomodating make sure you are satified .,Staff,positive
yourself a favor and have dinner here and see if you dont agree with me .,dinner,neutral
All we received was an apology as we left to see our show without dinner .,dinner,neutral
"Threw my fiance ""s"" surprise 30th birthday dinner here could ""nt"" be happier .",dinner,neutral
After passing by this restaurant for sometime I finally decided to go in and have dinner .,dinner,neutral
"The dinner was ok , nothing I would have again .",dinner,negative
"We ""ve"" only eaten in the restaurant once , but we have ordered many times for dinner .",dinner,neutral
"It is the type of place to run into old friends and have a late , raucus dinner .",dinner,positive
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience .,dinner,positive
"Would ""nt"" recomend it for dinner !",dinner,negative
"I ""d"" call it an ` italian dinner """" .",dinner,neutral
"Not a typical pizza joint , but good for a low key and fairly cheap nice sit down dinner .",dinner,positive
"We had a girls """" night dinner here for restaurant week .",dinner,neutral
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but , that ""s"" just it -- the PAST !",dinner,neutral
IT is the best deal in town for a Monday night dinner at a fine restaurant .,dinner,positive
Had a late night dinner on a Saturday night .,dinner,neutral
"I ""ve"" been to Naples 45 for dinner twice .",dinner,neutral
"I had a late dinner at Lucky Stike , a great name for a joint if ever I saw one .",dinner,neutral
"Going to Volare is like going to your favorite aunt ""s"" house for dinner , assuming that your aunt is a great Italian cook .",dinner,neutral
"My wife and I went to Orsay for Valentine ""s"" dinner .",dinner,neutral
My wife and I recently visited the bistro for dinner and had a wonderful experience .,dinner,neutral
"I went to Swiftys with some friends of the family and we had a very nice dinner , but nothing amazing .",dinner,positive
"It ""s"" worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea .",dinner,positive
This is an amazing place to try some roti rolls .,roti rolls,positive
Fresh ingredients and everything is made to order .,ingredients,positive
Great value for the quality ingredients .,ingredients,positive
"They are tasty , but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system .",meat,neutral
"Try the hot dogs too , they ""re"" snappy and delicious .",hot dogs,positive
Best hot dogs in the tri-state area .,hot dogs,positive
Delivery is fast too .,Delivery,positive
"The noise level was unbearable , conversation impossible .",noise level,negative
Personal pans are the perfect size for those hungry nights .,Personal pans,positive
"Odd for Ave B , not just odd , The place attracts an eclectic crowd to say the least .",place,positive
"First of all , this place is * not * romantic , as claimed by Citysearch ""s"" editorial review .",place,negative
The place was quiet and delightful .,place,positive
This place is incredibly tiny .,place,negative
The place was real empty but that was because this was the first Sunday they ever opened .,place,negative
The place was nice and calm .,place,positive
"Well , this place is so Ghetto its not even funny .",place,negative
This is a cute place and could be good but they need to get their act together .,place,positive
"The place is sleek , modern and playfull and i will return again frequently .",place,positive
The entire place and the treatment we received felt as a conveyor belt .,place,negative
"This is such a lovely , peaceful place to eat outside .",place,positive
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",place,negative
"Restaurant snobs need not bother , this is a small , neighborhood kind of place .",place,positive
"It ""s"" a nice place to relax and have conversation .",place,positive
Lucky Strike is a great casual place to just grab a bite to eat .,place,positive
From the moment we walked in they were more than accomodating even though the place was packed .,place,negative
This place is the most Japanese it can ever get .,place,positive
A wonderful place !,place,positive
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids .,place,negative
This place is always very crowded and popular .,place,positive
"Certainly not the best sushi in New York , however , it is always fresh , and the place is very clean , sterile .",place,positive
it is a cozy place to go with a couple of friends .,place,positive
This little place is wonderfully warm welcoming .,place,positive
Has the warmth of a family local yet it is a great place to watch sporting events .,place,positive
"It ""s"" the conversations that make this a fun place to be .",place,positive
Who said go when the place is quiet during the day ?,place,neutral
Very nice touch that very much fits the place .,place,positive
Instead of wasting your time here : SUPPORT RESTAURANTS THAT CARE ABOUT FOOD .,FOOD,neutral
I WAS HIGHLY DISAPPOINTED BY THE FOOD .,FOOD,negative
"head and shoulders above its neighboors on east 6 st , taj mahal is also very comparable , in food quality , to the much overpraised -LRB- and underdeserving -RRB- baluchi ""s"" .",food quality,positive
Try the cheesecake !,cheesecake,positive
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty .,lawns,positive
The sangria was pretty tasty and good on a hot muggy day .,sangria,positive
"The sangria ""s"" - watered down .",sangria,negative
"Do ""nt"" eat here unless you ""re"" starving for thai food and you work next door .",thai food,negative
"Plain and simple it ""s"" bad thai food .",thai food,negative
"It ""s"" not mind-blowing , but to me , thai food never is and never will be .",thai food,neutral
"So all I ""m"" trying to say is this restaurant is by far the best thai food restaurant I ""ve"" ever been to .",thai food,positive
I had the best ravioli ever .,ravioli,positive
"Quite frankly , this is some of the worst sushi I have ever tried .",sushi,negative
"This is some really good , inexpensive sushi .",sushi,positive
The sushi was awful !,sushi,negative
"All in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .",sushi,positive
$ 20 for all you can eat sushi can not be beaten .,sushi,neutral
"More important , the sushi rivals the best in Tokyo .",sushi,positive
Great sushi experience .,sushi,positive
"Overall the restaurant is more expensive than our other sushi favorites , but everything was delicious .",sushi,neutral
This big draw is the all you can sushi here for $ 19.95 !,sushi,positive
This is the best sushi in new york city - hands down .,sushi,positive
The sushi is also great !,sushi,positive
"believe us , we ""ve"" been eating sushi for over 15 yrs .",sushi,neutral
The sushi seemed pretty fresh and was adequately proportioned .,sushi,positive
honestly the worst sushi my husband and i had in our entire lives .,sushi,negative
The sushi is cut in blocks bigger than my cell phone .,sushi,negative
This place has the best sushi in the city .,sushi,positive
"now called nikki sushi , sushi is OK .",sushi,neutral
"This place has beautiful sushi , and it ""s"" delicious CHEAP .",sushi,positive
"We requested they re-slice the sushi , and it was returned to us in small cheese-like cubes .",sushi,negative
"do ""nt"" get me wrong - sushi was good , just not fantastic .",sushi,positive
"The overall price tag was very very expensive , something I did expect .",price tag,negative
Fish was overdone .,Fish,negative
Fish is so very fresh .,Fish,positive
also make sure you pay attention to the music being piped in - quite a weird selection .,music,neutral
"I do ""nt"" know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer .",music,negative
"at night , but it ""s"" hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous .",music,negative
The music is the best among all the Indian restaurants I have visited .,music,positive
The music which is sometimes a little too heavy for my taste .,music,negative
The establishment scores big points in presentation and style .,establishment,positive
Big Wong gets big Ups for a fine establishment .,establishment,positive
"The wait staff is very friendly , if not overly efficient .",wait staff,positive
"The only positive was the wait staff , which was prompt , knowledgable , and likeable .",wait staff,positive
"The wait staff is very freindly , they make it feel like you ""re"" eating in a freindly little european town .",wait staff,positive
"The wait staff is pleasant , fun , and for the most part gorgeous -LRB- in the wonderful aesthetic beautification way , not in that ""shes-way-cuter-than-me-that-b@#$*"" way -RRB- .",wait staff,positive
"Kind , attentive wait staff .",wait staff,positive
The wait staff was loud and inconsiderate .,wait staff,negative
We ended up having to just leave because we were essentially being ignored by the wait staff -- even though the rest of the restaurant was largely empty .,wait staff,negative
The wait staff was very attentive and polite .,wait staff,positive
The dim sum however was very good .,dim sum,positive
The dim sum here is only so-so .,dim sum,neutral
Service has always been friendly and efficient .,Service,positive
"Service was prompt , friendly and great .",Service,positive
Service is top notch .,Service,positive
Service was quick .,Service,positive
Service was prompt and courteous .,Service,positive
Service is average .,Service,neutral
Service was very good and warm .,Service,positive
"Service was very good - prompt , attentive and non-intrusive .",Service,positive
Service was very friendly .,Service,positive
Service is fast and friendly .,Service,positive
Service - friendly and attentive .,Service,positive
Service was also very good .,Service,positive
Service was among the best I have ever had in NYC .,Service,positive
Service is known for bending over backwards to make everyone happy .,Service,positive
Service is usually pretty good .,Service,positive
Prices are very good .,Prices,positive
Prices are in line .,Prices,neutral
Prices too high for this cramped and unappealing resturant .,Prices,negative
Prices even outside of restaurant week were great .,Prices,positive
"We could not catch our waiter ""s"" eye , and he ignored us .",waiter,negative
"As we were leaving , the couple standing by the door said to another waiter , we ""re"" not in a hurry .",waiter,neutral
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening .,waiter,positive
Tell them Herky sent you and get a free confused look from the waiter .,waiter,negative
"Immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",waiter,negative
Just bring someone who speaks Cantonese because waiter may not understand you .,waiter,negative
Our waiter and all of the people helping him were attentive and genuine .,waiter,positive
Truly the mark of an attentive waiter .,waiter,positive
The waiter was attentive .,waiter,positive
Our waiter was horrible ; so rude and disinterested .,waiter,negative
There was only one waiter for the whole restaurant upstairs .,waiter,neutral
"When it came time to take the order the waiter gave us a hard time , walked away then came back with a paper and pen for us to write down what we wanted ... excuse me but is ""nt"" that his job ???",waiter,negative
"Not only was the waiter efficient and courteous , but also extremely helpful .",waiter,positive
"The Dim Sum was so-so , but not spectacular .",Dim Sum,neutral
"I ""ve"" been to several places for Dim Sum and this has got to be the WORST .",Dim Sum,negative
Food - awesome .,Food,positive
Food is great .,Food,positive
Food was average but tasty .,Food,positive
"Food was okay , nothing great .",Food,neutral
"Food is average , and I would say even the chain restaurant Baluchi ""s"" tastes better .",Food,neutral
"Food was very good , but not what I would consider out of this world .",Food,positive
Food is great and inexpensive .,Food,positive
Food is excellent .,Food,positive
Food is always fresh and hot - ready to eat !,Food,positive
"Food was decent , but not great .",Food,positive
"May , the owner always has a smile on her and will warmly greet you .",owner,positive
"Emilio , the owner , is often sitting in the front table greeting guests as they come and go .",owner,positive
The owner truly caters to all your needs .,owner,positive
"It appears to be the owner ""s"" first venture and it shows .",owner,negative
"Same owner as the guy who owns Typhoon , which is just down the street on St. Marks and 1st Ave.",owner,neutral
"They ""re"" also friendlier here , especially the owner , Kenny .",owner,positive
Kenny the owner is always there and he treats my family like we are part of his family .,owner,positive
and the owner is simply lovely and friendly .,owner,positive
"Anyway , the owner was fake .",owner,negative
The sides were ok and incredibly salty .,sides,negative
"Please if your thinking about it go , and stay the wait you wo ""nt"" be disappointed .",wait,negative
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call .,wait,neutral
"We were worried we would have trouble getting in , but somehow managed to have a short wait .",wait,positive
Food was good not great not worth the wait or another visit,wait,negative
"Always popular , always full , always a wait .",wait,negative
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating .,wait,negative
"I was ""nt"" thrilled to have to wait on line for thirty minutes , but I guess that ""s"" the price you pay for a popular place .",wait,negative
I must say the view of NYC is so beautiful !,view,positive
"If you ""ve"" ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .",view,positive
"The music does get a little loud at times , but it just made me want to lean closer to my beautiful wife , and as I did , I got a whiff of corriander .",corriander,neutral
black white shakes came out good also .,black white shakes,positive
"The seating was if they were trying to get the maximum amount of people into the restaurant , so be nice to your neighbor when you dine here .",seating,negative
Great bagels made the old-fashioned way .,bagels,positive
"delicious bagels , especially when right out of the oven .",bagels,positive
The bagels are fabulous .,bagels,positive
"Growing up in NY , I have eaten my share of bagels .",bagels,neutral
"They are the best bagels I ""ve"" had .",bagels,positive
"Unlike HH up the block , this place actually gives you hearty and hot bagels this town is known for .",bagels,positive
"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .",bagels,positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,bagels,neutral
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze -LRB- they told me that if I call in the order , they ""d"" bring it out to the car so I would ""nt"" have to look for parking -RRB- .",bagels,neutral
Pick a bagel has the best bagels in the city .,bagels,positive
I grew up on these bagels .,bagels,positive
"Also good for client lunch meetings , esp .",lunch meetings,neutral
The setting is casual and romantic .,setting,positive
"Sure , the setting is nice .",setting,positive
"Terrible , terrible management - deserves to be shut-down .",management,negative
The desserts are more appealing then stuffy overpriced French restaurants .,desserts,positive
All the desserts the group tried got favorable reviews .,desserts,positive
We enjoyed ourselves thoroughly and will be going back for the desserts ...,desserts,positive
Save room for the desserts ! ; - -RRB-,desserts,positive
"Unfortunately , with our show tickets , we did ""nt"" have time to sample any desserts .",desserts,neutral
"The Italian food has flavor -LRB- that can be sort of surprising on the UES -RRB- , and the service turns from a nightmare to attentive , they sort of remind me of the NY Yankees of the late 90 ""s"" , no matter how bad it look , you knew that there was a rally just around the corner ...",Italian food,positive
"Best Italian food I ever had -LRB- and being Italian , that means alot -RRB- .",Italian food,positive
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food .,Italian food,positive
Mizu is home to creative and unique rolls not to found anywhere else .,rolls,positive
"I need at least three rolls to be full , and that ""s"" at least $ 14.00 !",rolls,neutral
"Really though , where ""s"" the seasoning ?",seasoning,negative
The people that work there are always so friendly you forget you are in New York sometimes .,people,positive
The people in the restaurant were pretty obnoxious and loud .,people,negative
You get the sense that the people there care about their restaurant and about your experience and that is very nice .,people,positive
"people are rude bit again it ""s"" new york !",people,negative
"I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent !!",people,negative
"I trust the people at Go Sushi , it never disappoints .",people,positive
I love and I know gourmet food by excellence !,gourmet food,positive
Our server was very helpful and friendly .,server,positive
Try green curry with vegetables .,green curry with vegetables,positive
"The second you walk through the heavy vault like door , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime .",door,neutral
Much more reasonably priced too !,priced,positive
It is also extremely well priced .,priced,positive
This restaurant is a wonderful place to go many times and it is reasonably priced .,priced,positive
"Most importantly , it is reasonably priced .",priced,positive
"The Pad Thai is excellent here , as well .",Pad Thai,positive
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant .,lunch specials,negative
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials .,lunch specials,positive
I think the stuff was better than Disney .,stuff,positive
"Orsay , is without a doubt one of the best values for authentic French food in NYC .",French food,positive
And really large portions .,portions,positive
"Be careful of portions - they ""re"" HUGE .",portions,positive
What generous portions !,portions,positive
My husband and I enjoyed each of the 6 taste size portions and left completely full .,portions,positive
I was starving and the small portions were driving me crazy !,portions,negative
I ordered the smoked salmon and roe appetizer and it was off flavor .,smoked salmon and roe appetizer,negative
"In fact , two people could really share one plate .",plate,positive
Good for casual dinner with jeans and sneakers .,casual dinner,positive
This place has many different styles of pizza and they are all amazing .,styles of pizza,positive
The photos of the restaurant in its web site are way better than the real look .,look,negative
"In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that ""s"" a mix of sports-bar butch and ornate kitsch .",look,negative
But the coconut rice was good .,coconut rice,positive
It took them 25 minutes to bring our appetizer .,appetizer,neutral
Metrazur has a beautiful spot overlooking the main terminal .,spot,positive
"I found it on a cold night , the perfect spot to warm up .",spot,positive
"However , I think this place is a good hang out spot .",spot,positive
Total hipster-wannabe attitude in an otherwise sweet spot .,spot,positive
"Jimmy ""s"" is hands down the hottest night spot in the Bronx .",spot,positive
"But , they were too big for the bun .",bun,neutral
Raga stands out with an interesting fusion of French and Indian cooking .,fusion of French and Indian cooking,positive
The food options rule .,food options,positive
A great choice at any cost and a great deal .,cost,positive
"Even with a relatively inexpensive botle of wine , if you can call $ 70.00 inexpensive , the cost is through the roof for better than average fare .",cost,negative
"Their calzones are horrific , bad , vomit-inducing , YUCK .",calzones,negative
It takes forever to get a drink and they almost always forget to bring something -LRB- although they dont forget to charge you for it .,drink,neutral
No free drink .,drink,neutral
Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished .,drink,neutral
Good drink .,drink,positive
We left after one drink .,drink,neutral
"We did ""nt"" know if we should order a drink or leave ?",drink,neutral
Check out the secret back room .,secret back room,positive
"It ""s"" also attached to Angel ""s"" Share , which is a cool , more romantic bar ...",bar,positive
Nicky the Nose at the bar is a treat .,bar,neutral
"The restaurant was packed at first , so we waited at the bar for about 20 minutes before we were seated .",bar,neutral
We did have to wait at the bar for approx .,bar,neutral
"As for the bar , this is another bad idea .",bar,negative
"We ate outside at Haru ""s"" Sake bar because Haru ""s"" restaurant next door was overflowing .",bar,neutral
I had to wait for my friend at the bar for a few minutes,bar,neutral
Stick to the gulab jamun .,gulab jamun,positive
I would definitely recommend SEA if you like thai cuisine !,thai cuisine,positive
I was very impressed by this low-key upper eastsider and their authentically thai cuisine !!!,thai cuisine,positive
"My husband said he could ""ve"" eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",french fries,positive
I had Filet Mignon with garlic mash .,Filet Mignon with garlic mash,neutral
"The waitstaff were attentive , polite and helpful - an impressive feat in such close quarters .",waitstaff,positive
"The waitstaff are all very busy , it ""s"" not outstanding service , but I ""ve"" never been dealt with rudely .",waitstaff,negative
We were seated and ignored by waitstaff .,waitstaff,negative
very good breads as well .,breads,positive
"if this happens , just ask for real naan .",naan,neutral
This is a wonderful place on all stand points especially value ofr money .,value ofr money,positive
Consistently good Japanese Tapas .,Japanese Tapas,positive
"Very excited to hear that short-term Chef Jason Narone has moved on , he truly was a low point of their Sterling track record .",Chef,negative
"Chef Waldy ""s"" always measures up .",Chef,positive
"Chef Vincenzo , always there if you need him , is a real talent and a real Roman .",Chef,positive
"We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .",outdoor seating,positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months .,outdoor seating,positive
The prices were fantastic .,prices,positive
Reasonable prices .,prices,positive
The prices are wonderfully low .,prices,positive
And the prices were way to high for what you get .,prices,negative
"Overall , I ""m"" still impressed that the place even exists and the prices are quite decent but then again , its Chinatown .",prices,positive
Not worth the prices .,prices,negative
"But for whatever reason , prices are about twice as high .",prices,negative
They charge different prices all the time .,prices,negative
Moderate prices .,prices,neutral
Acceptable prices .,prices,positive
"and you ca ""nt"" beat the prices .",prices,positive
There are much better places in NY with better prices .,prices,negative
The only fallback on this restaurant is the prices .,prices,negative
This place is not worth the prices .,prices,negative
Edible but really a ripoff at those prices given whats in the area .,prices,negative
"Anywhere else , the prices would be 3x as high !",prices,positive
"-RRB- It ""s"" not the best Japanese restaurant in the East Village , but it ""s"" a pretty solid one for its modest prices , and worth repeat visits .",prices,positive
The prices are not terrible .,prices,positive
"Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...",measures of liquers,positive
"Late nite omelletes are not good here , there is no variety !",omelletes,negative
"After all that , they complained to me about the small tip .",tip,negative
For two people with tip was less than $ 25 bucks .,tip,neutral
"Behind this counter , two men are squeezed in .",counter,negative
"Young neighborhood trendies graze at the counter during the day , while chic , art-house drinkers with heavy doses of the munchies pile in late at night .",counter,neutral
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,outdoor atmosphere,positive
"A large is $ 20 , and toppings are about $ 3 each .",toppings,neutral
"Coming from Boston this place is like Emma ""s"" Pizza in Kendall Square in Cambridge -LRB- although they have more funky toppings ! -RRB-",toppings,positive
"Oh , do ""nt"" even let me start with how expensive the bills were !",bills,negative
"You can also special order any kind of dumpling , etc. .",dumpling,positive
If you have a dumpling fetish i suggest you try some here !,dumpling,positive
I was pretty much full after our fondue appetizer .,fondue appetizer,neutral
BE CAREFUL before you request extra spice .,spice,neutral
The octopus eaters were floored by the Octopus salad .,Octopus salad,positive
And the Tom Kha soup was pathetic .,Tom Kha soup,negative
I started out with a Bombay beer which was big enough for two .,Bombay beer,positive
Went there for an office lunch .,office lunch,neutral
The best thing I tasted were the lambchops .,lambchops,positive
Been going here since it opened have seen the quality value decrease considerably .,quality value,negative
"Try the crunchy tuna , it is to die for .",crunchy tuna,positive
"No refills on fountain drinks , though .",fountain drinks,negative
Wow over 100 beers to choose from .,beers,positive
"The Steak Tartare is a great bet , they fix it for you at the table .",Steak Tartare,positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal .,Crab Croquette apt,negative
"Plus , on Wednesday nights the house wine is unlimited !",house wine,positive
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan .,bread,negative
The bread is top notch as well .,bread,positive
"The dim sum servings here are a bit larger than I ""m"" used to .",dim sum servings,neutral
Located at the end of a magnificent block .,Located,positive
"They do ""nt"" walk around with the trays of Dim Sum .",trays of Dim Sum,neutral
They came out over cooked and the cheese was almost non existant .,cheese,negative
"The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",svc,negative
But the main hit was the whole grilled fish .,whole grilled fish,positive
My husband and I enjoy Sangria .,Sangria,positive
"But after last night , Spice Grill is the only place I ""m"" eating indian cuisine .",indian cuisine,positive
The noodle and rices dishes taste great .,noodle and rices dishes,positive
"And the fried clams had just enough kick to them to make ""em"" worth eating .",fried clams,positive
The sauces used are also not that exciting .,sauces,negative
"I got the $ 10 10-piece dim sum combo , every bite of which was great .",dim sum combo,positive
The two star chefs left quite some time ago to open their own place .,chefs,neutral
"Do ""nt"" waste money on decor .",decor,neutral
"Chance is a small cozy restaurant , with a romantic feel to it , the decor is great .",decor,positive
"The decor is really blah , and not at all hip or happening .",decor,negative
The decor is designed in a contemporary Japanese style restaurant .,decor,neutral
The decor is what initially got me in the door .,decor,positive
I have never before eaten 40 pieces of relatively good nigiri .,nigiri,neutral
"Their eggplant is so delicate , sweet tender !",eggplant,positive
My friend got the mushroom pizza which tasted better .,mushroom pizza,positive
You should pass on the calamari .,calamari,negative
THE FOOD PORTIONS ARE REALLY LARGE .,FOOD PORTIONS,positive
The fries are yummy .,fries,positive
Best Taiwanese food in NY !,Taiwanese food,positive
Beef noodle soup is good as well .,Beef noodle soup,positive
Delivery service is great too .,Delivery service,positive
It looked like shredded cheese partly done - still in strips .,shredded cheese,negative
They used shredded cheese on top !,shredded cheese,neutral
The soup is pretty good too .,soup,positive
"If you go to Roth ""s"" try to be served by Mike , he is GREAT !!",served,positive
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am .,bar scene,positive
"I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .",sea urchin,positive
The pickles were great addition .,pickles,positive
You must try the shrimp appetizers .,shrimp appetizers,positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan .,cold appetizer dishes,positive
"The food at this place is ""gourmet"" Indian cuisine .","""gourmet"" Indian cuisine",neutral
"While there are plenty of places to go for a good corned beef sandwich , Katz ""s"" has a charm about it .",corned beef sandwich,positive
Priced at upper intermediate range .,Priced,negative
"I could ""nt"" reccommend their Godmother pizza any higher .",Godmother pizza,positive
"I am not a vegetarian but , almost all the dishes were great .",dishes,positive
I ate here a week ago and found most dishes average at best and too expensive .,dishes,negative
"at taj , vegetarians can rejoice-all the dishes are manna from heaven .",dishes,positive
Just stick with the small dishes !,dishes,negative
"I would like to return and try some of the other menu items when I do ""nt"" have to rush off to a show .",menu items,positive
"The only possible drawback to this last point is that as of the date of this posting , the additional menu items are only written in Chinese .",menu items,negative
"Hopefully next time , I will save room for dessert .",dessert,neutral
Someone else recommended the dessert - we also left that .,dessert,negative
skip dessert .,dessert,negative
And they provided a delicious dessert on the house !,dessert,positive
The corned beef was tender and melted in my mouth .,corned beef,positive
"The best Chicken pad tai , I ""ve"" ever had .",Chicken pad tai,positive
"We got a little tipsy from the sake but is ""nt"" that what Saturday nights with the girlfriends are all about ?",sake,neutral
"There ""s"" something smooth about sipping sake upper east side style .",sake,positive
"I almost wanted to write a bad review , so no one would ever go here and I could have all the dumplings to myself !",dumplings,positive
"At 5 dumplings for $ 1 , you just can not go wrong .",dumplings,positive
"Always a nice crowd , but never loud .",crowd,positive
Decor is minimalist and clean - nothing to distract or commend .,Decor,neutral
Decor leaves something to be desired .,Decor,negative
Decor is charming .,Decor,positive
"This is ""nt"" your corner Chinese food takeout .",Chinese food,neutral
The BEST Chinese food Uptown !,Chinese food,positive
"uni from maine vs california , sea vs freshwater eel -RRB- to get a good taste comparison .",eel,neutral
"The crispy chicken was ""nt"" for us , though .",crispy chicken,negative
Dinner took almost 4 hours without any lag time .,Dinner,negative
"The sandwiches are dry , tasteless and way overpriced .",sandwiches,negative
But regulars know that the sandwiches are the real star here .,sandwiches,positive
Price no more than a Jersey deli but way better .,Price,positive
"still stay away , the table next to us walked out after my table and aanother were serves eventhough they were there much longer ...",serves,negative
I was with a party of 7 -LRB- close but not next the the front doors -RRB- and we were eating with our coats on .,front doors,neutral
We also had shared a house salad that was fresh .,house salad,positive
The ceiling is amazing !,ceiling,positive
Not a small feat for good french food in the area .,french food,positive
Just go in and sample the greatest french food west of Daniel .,french food,positive
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",open kitchen,positive
The only problem is that the manager is a complete incompetent .,manager,negative
After my 3rd time the manager remembered me and treated me like an usual customer .,manager,positive
"The best part of the experience was knowing that the manager -LRB- a bubbly , friendly young woman with a great smile -RRB- truly cared about how we were doing .",manager,positive
This restaurant used to be our regular Thursday night dinner location .,dinner location,neutral
"Definite go if you ""re"" used to good Indian restaurant food from abroad .",Indian restaurant food,positive
"THR AT MOSHPHERE IS COMPACT , MODERN , YET COZY .",AT MOSHPHERE,positive
"Worse of all , $ 60 was erroneously added to our $ 80 bill .",bill,negative
