text,aspect,sentiment
there is no way the battery supplied lasts 14 hours !,battery,negative
* removable battery,battery,positive
"since batteries do run out on everything , this will also be a big money - saver since ipods , irivers , rca , dell , all have built - in batteries that need to be replaced by a technician ( apple charges 100 bones for the battery replacement ) .",battery,positive
i ' ve used the speakerphone for almost two hours once and the battery did not even go down one single bar .,battery,positive
removable and cheap battery - a li battery usually works properly for 1 - 3 years .,battery,positive
"the battery lasts very long when playing music , but writing files to the player drains the battery fast , so you need to have it plugged into an outlet when sending files .",battery,positive
possibly the biggest advantage this player has ( if price was n't enough ) is the fact that the user can replace the battery him / herself by opening the lid and popping in the new battery .,battery,positive
the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging .,battery,positive
"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse :",battery,positive
i treat the battery well and it has lasted .,battery,positive
the battery is nice .,battery,positive
"- the replacable battery is great since once it eventually wears out ( as all lithium batteries do ) , you will be able to buy another easily .",battery,positive
"5 ) the cheap , user - replaceable battery ( $ 50 from creative ) is a great advantage over the ipod 's battery which costs $ 100 to replace .",battery,positive
"first , the battery is replacable by the user , because creative intended it to be - unlike apple with the ipod .",battery,positive
there was occasionally a lip - sync issue ( the lips were n't moving in time to the dialogue ) .,"lip, -, sync, issue",negative
"one beef is the scroll , it does n't work as well as i 'd like .",scroll,negative
zen allows you to scroll up and down the song list selected on the player .,scroll,positive
the battery recharges real fast and the recharger thingy that comes with is real nice .,"battery, recharges",positive
well surely this is a product that i recommend someone in getting rather than any other mp3 player ( at that size and the price ) .,product,positive
the bottom line for me is that i am very happy with this product .,product,positive
we have had this product for over a month and yesterday it stopped working .,product,negative
"overall , a very disappointing product .",product,negative
"all - in - all , this is another excellent creative product .",product,positive
we are overall pleased with product .,product,positive
it is a very amazing product .,product,positive
i would recommend this product to anyone .,product,positive
i have had no problem what - so - ever with this product .,product,positive
well i have to say that this product is very good i mean it might be a little big but it still fits in your pocket .,product,positive
do not buy this product --,product,negative
"the face - plate , which pops out for the battery , pops open by itself every 10 minutes or so .","face, -, plate",negative
"this camera has a cool stitch pictures feature , to find out more just log on to canon 's website .","stitch, pictures, feature",positive
"the included leather pouch is a big plus : it actually protects the unit well , something a lot of ' carrying cases ' fail to do with other audio devices .","leather, pouch",positive
one downside though is that autofocus does not work well when battery is low .,autofocus,negative
one complaint ... the screen is too easily scratched !,screen,negative
the screen is large and bright and has all the info i need where i need it .,screen,positive
"when i turned the phone on , the first thing that hit me is how good the screen is .",screen,positive
"the screen may be a little smaller , but it is very readable and does n't come in the overused blue .",screen,negative
the screen is easily scratched but if you have the warranty you should be able to swap it out .,screen,negative
it has a clear blue light that allows you to see everything on the screen easily .,screen,positive
- large easy readable screen,screen,positive
"- bright , visible screen",screen,positive
"in other words , the zen is not a convenient data storage device ; only buy the capacity you need for your music collection ( see point 1 . for some sizing information ) .","data, storage, device",negative
"with eax on , you can modify your sound , with 4 different presets , which is pretty good , you can get different variations with it .",eax,positive
"creative are * the * sound people for computers , i can ' t understand why eax would introduce static .",eax,negative
"2 . despite most reviewers giving kudos to the zen for music quality , i experienced a flaw using eax .",eax,negative
"one bad thing though , i find the remote control a bit flimsy and i predict it will most probably ' die ' before the player does .","remote, control",negative
"although i find it more convenient to use 1-touch dialing , this phone does not have voice dialing .","voice, dialing",negative
"unfortunately , the 6610 does not offer voice dialing like my previous phone , but the other features it packs outweighs this shortcoming .","voice, dialing",negative
"but anyway , the only thing you should really look at here is the fact that the phone does have voice dialing .","voice, dialing",positive
"i have had the nomad jukebox for about three weeks now , and i am very happy with it .","nomad, jukebox",positive
actually using the nomad jukebox is easy and uncomplicated .,"nomad, jukebox",positive
"whether you 're taking a brisk jog , waiting for a bus or just having lunch at the park , you 'll be glad you had the fm radio .",radio,positive
the features are really cool like the radio .,radio,positive
"all - in - all , i believe this is arguably the best non - slr digital camera on the market .","non, -, slr, digital, camera",positive
"unfortunately , the player would not read any of my region one ASPECT#1 . even though they were not damaged in any way .",read,negative
"for example , i tried playing my new "" pirates of the carribean "" extra features dvd , but this dvd player can not read it .",read,negative
"after some consideration i chose the 40 gb nomad zen xtra from creative , and i have not been disappointed .","40, gb, nomad, zen, xtra",positive
"maybe it is my lack of experience , but i found shots with this camera very disappointing .",shots,negative
"2 ) the body construction - buttons , casing , etc , are too plastic .","body, construction",negative
usb 2.0 - very fast,"usb, 2.0",positive
"the only thing i did experience was a problem of the player freezing while playing , which i was able to clear by opening it up and blowing it out with "" canned air . """,freezing,negative
my only gripe about the hardware is the buttons .,buttons,negative
you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .,buttons,negative
buttons do seem a little sticky tho .. and the hands free kits ' connector might be a problem ..,buttons,negative
all other buttons are pretty sensitive to touch and work well .,buttons,positive
"if you bring up an album , but absolutely hate some of the tracks , the zen will allow you to delete that from the playing order .",delete,positive
after two weeks the picture kept freezing .,picture,negative
it is more than 90 days and it does not show the picture no matter what i do .,picture,negative
it worked from 12 - 26 to 1 - 9 at which time the picture failed completely ( see other negative reviews - my unit was n't the only one this happened to . ),picture,negative
received apex dvd and the picture was great when set up with s connector .,picture,positive
i can only hear the sound but no picture !,picture,negative
"the picture is perfect , although i ' m not watching on an hdtv .",picture,positive
you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right .,picture,positive
they fired away and the picture turned out quite nicely . ( as all of my pictures have thusfar ) .,picture,positive
"but when we went to use it again , there was sound but no picture .",picture,negative
"the rate plans are also very good , at least for me .","rate, plans",positive
"but , if you 're looking for my opinion of the apex dvd player , i love it !","apex, dvd, player",positive
"well , this apex dvd player turned out great !","apex, dvd, player",positive
"the only beef i can raise in this regard is the pop - off face , that sometimes comes off a bit easily , but besides that it 's perfect .","pop, -, off, face",negative
1 ) a spare battery would have been great .,"spare, battery",negative
it has lots of features such as the calendar which works like my outlook calendar .,calendar,positive
"apparently , t - mobile is heavily back - logged and can ' t keep up with demands .","t, -, mobile",negative
the only problem i had was a small glitch with t - mobile .,"t, -, mobile",negative
t - mobile was a pretty good server .,"t, -, mobile",positive
"finally , i reiterate my thumbs - down rating for t - mobile as a carrier .","t, -, mobile",negative
* main dial is not backlit .,dial,negative
i purchased the nomad jukebox zen xtra 40 gb and it is fantastic !,"nomad, jukebox, zen, xtra, 40, gb",positive
the highest optical zoom pictures are perfect .,"highest, optical, zoom, pictures",positive
sound settings can be adjusted for personal preference .,"sound, settings",positive
. the movie clips taken will always have some ' noise ' in it - you can ' t avoid that .,"movie, clips",negative
5 ) its focusing system is also very flexible .,"focusing, system",positive
in that model the hard drive just died one morning before my class .,"hard, drive",negative
"however , my hard drive did fail , and i have not dropped it once .","hard, drive",negative
always carried it in a case in by briefcase but one day the hard drive just zapped .,"hard, drive",negative
"i experimented with online print ordering with the two major us brick and mortar retailers , and they both delivered great results .","online, print, ordering",positive
1 . ASPECT#1s taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance .,"indoor, setting",negative
"bookmarks for example , are an excellent feature ... but not on this player .. .",bookmarks,negative
"rather than creating a directory for bookmarks to be found in one area , the user must actually find the track where the bookmark was made . .",bookmarks,negative
"finally , making playlists from the computer can be complicated because the tracks are listed individually , and are organized by cd , which are not listed but are organized in alphabetical order .","making, playlists",negative
"it plays alternate video formats ( vcds , svcds , cvds ) very well .","video, formats",positive
i m a more happier person after discovering the i / p button !,"i, /, p, button",positive
"the speaker phone is very functional and i use it in the car , very audible even with freeway noise .","speaker, phone",positive
"if you 're looking for a small , compact , super resolution digital camera , you can end your search with the nikon 4300 !","resolution, digital, camera",positive
the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides .,"eax, mode",positive
it comes equipped with lot of ASPECT#1s and polyphonic sweet tunes .,tunes,positive
audio is excellent .,audio,positive
audio on video also lacking .,audio,negative
the new organizer software that ships with the nomad zen xtra could n't be easier to use .,"organizer, software",positive
"-- > will not automatically transfer songs with identical titles ( if you have live albums or greatest hits albums , this will cause you inordinate frustration ) .","transfer, songs",negative
for the money apex machines have good features .,features,positive
it has all the features one would need in a cellphone .,features,positive
"yes , the features are numerous .",features,positive
i only wanted something to play dvds on but this machine has all these other features that i probably will never use but it 's nice to know that there 're there .,features,positive
"the volume range is great , so you can blast it if you want .","volume, range",positive
i find the lack of entertaining games on this phone quite disturbing .,"entertaining, games",negative
"( he had owned two apex dvd players , and was pleased with both of them . )","apex, dvd, players",positive
they take excellent macro shots as well .,"macro, shots",positive
i particularly like the way it aids me in taking my macro shots .,"macro, shots",positive
recent price drops have made the g3 the best bargain in digital cameras currently available .,g3,positive
i ' ve been using the g3 for about six weeks and it has proven itself to be all that it 's advertised .,g3,positive
8 mb for a camera like this is a joke .,"8, mb",negative
"this is a benefit for many reasons ; one being just for appearance , your pants wo n't be bulging with this phone in your pocket .",appearance,positive
the appearance is okayed ( at least not ugly ) .,appearance,positive
- some features in the user interface,"user, interface",negative
"i have to say i ' m also pretty impressed by the user interface for playing jpeg , mp3 and mpeg files stored on cd - rs / dvds .","user, interface",positive
there are some features in the user interface that i find a little inconvenient .,"user, interface",negative
transfers are surprisingly quick through usb 2.0 .,transfers,positive
having usb 2.0 makes for very fast transfers .,transfers,positive
4 ) usb 2.0 means fast data transfers ( 1 song / sec ! ) .,"data, transfers",positive
i try navigating to a chapter past 34 via the menu and it would n't do it !,navigating,negative
i tried to make sense of the file transfer program and just got more confused .,"file, transfer, program",negative
"the only downside i see is that it does n't look like you can manage playlists from the nomad , it has to be done from the computer .",playlists,negative
"contrary to what i ve read elsewhere , the g3 does sync at 1/250 of a second with third - party ASPECT#2es , just as it does with the dedicated flashes from canon .",sync,positive
the quick sync is n't any good becuase it either needs to be configured properly or just is n't very useful .,sync,negative
"first , the zen lets you sync to more than one computer .",sync,positive
"it works well enough ( so far ) for me to be satisfied with it , and it 's possible that i ' m missing something .",works,positive
works great !,works,positive
learning how to use it will not take very long .,learning,positive
"got a "" system error "" problem 30 days after purchase .","system, error",negative
"first , the cons ... a tad bulky ... not the most aesthetic looking player ... and does n't support a folder stucture .","looking, player",negative
only thing missing from creative is a cd burner .,"cd, burner",negative
i tried to contact apex to return it ( i missed the amazon return period ) and it took 3 months to get through to their customer service dept .,"customer, service, dept",negative
the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .,"customer, service, dept",negative
"after several years of torture in the hands of at&t customer service i am delighted to drop them , and look forward to august 2004 when i will convert our other 3 family - phones from at&t to t - mobile !","at&t, customer, service",negative
zennx 's replaceable battery was the deciding factor in my purchase of zennx over ipod .,"replaceable, battery",positive
navigation is so smooth and finding files is a cinch .,navigation,positive
"took me a few tries to get use to the navigation , but it 's a very user - friendly player imo .",navigation,positive
"navigation could be better , but there is n't really anything the zen xtra can ' t do once you ' ve gotten comfortable with it .",navigation,negative
4 ASPECT#1s is enough for anybody and the photo quality is awesome .,"photo, quality",positive
- no propietary headset jack,"headset, jack",negative
there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .,"screw, tips",negative
i am annoyed that the player 's not automatically recognized as a hard drive .,recognized,negative
"there is an alarm , i still have nt used it yet , but it should be good .",alarm,positive
first let me say that it is much smaller than it looks on the web and it also looks better .,looks,positive
"by the way , it looks nice also .",looks,positive
looks ok - very shiny chrome and mirrors .,looks,positive
"it looks really sleek and stylish , and does everything it claims .",looks,positive
"it looks very cool , and seems quite small to me and very light .",looks,positive
i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver .,installing,negative
"also , the instruction manual is very bad .","instruction, manual",negative
"here 's the brief synopsis : the phone is tiny , cute , feels kind of "" plastic - like "" ( as if it might break ) , but seems pretty sturdy .",feels,negative
feels solid in hand .,feels,positive
"the player feels very delicate , as if i ' m holding an actual hard drive .",feels,positive
the speakerphone works better than any speakerphone i ' ve ever had .,speakerphone,positive
"from the speakerphone that can be used up to 15 feet away with clarity , to the downloadable poly - graphic megatones that adds a personal touch to this nifty phone .",speakerphone,positive
"only one complaint about the speakerphone , you can only activate the speakerphone feature once the person you are calling answers the phone , not while it is ringing .",speakerphone,negative
"the hands - free speakerphone is quite powerful ( like the motorola phone , i used to own ) .",speakerphone,positive
this phone has a very cool and useful feature -- the speakerphone .,speakerphone,positive
"f ) it does nt look pretty -- spending this kind of cash , you want something that has the asthetics bit down , of course",look,negative
i am bored with the silver look .,look,negative
"i fully expect it to go bad again in the same or some other way in the next 6 months because , as other reviewers have pointed out , the construction is pretty flimsy .",construction,negative
"- solid , high - quality construction",construction,positive
the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case .,construction,negative
cheap construction - they should have made the player out of hard plastic and put some rubber on the corners .,construction,negative
i ' m not willing to accept shoddy construction on something i paid over 250 dollars for .,construction,negative
i will never buy a creative product again .,"creative, product",negative
+ i had no problem using musicmatch software already on my computer to load songs and albums onto this unit,"musicmatch, software",positive
every time nomad thinks the file is corrupt the os freezes .,freezes,negative
i get to chapter 34 and everything freezes !,freezes,negative
"also , the player sometimes freezes , not a very big problem , but can also be annoying .",freezes,negative
"battery recharge , is an awesome thing , because it recharges in only like 2 - 3 hours .","battery, recharge",positive
the 2nd dvd player had a faulty power supply which caused to occasionally not turn on .,"power, supply",negative
* eax equalizer accentuates dimished quality of mp3 files .,"eax, equalizer",negative
"only 1 problem , no accessories ... yet .",accessories,negative
5 ) lack of good accessories - this is more of an oversight of creative 's marketing .,accessories,negative
"up , down , left , and right would have given me better control .",control,negative
"i love having the option to manually control the f - stop , shutter speed and even focus .",control,positive
it seems to me that after the focus and metering are complete there is quite a lag before the shutter ?,lag,negative
"since i received the phone , i spent countless hours on the phone with customer service reps who promised t - zones would work "" in 24 hours "" .","customer, service, reps",negative
amazon was wonderful about picking it up the next day and paying for the return shipping .,amazon,positive
amazon is awaesome !,amazon,positive
"after years with that carrier 's expensive ASPECT#1s and horrible customer service , portability seemed heaven - sent .","customer, service",negative
their customer service is very poor .,"customer, service",negative
no way to contact their customer service .,"customer, service",negative
5 ) this apex model 2600 will not work with my universal remote control .,"universal, remote, control",negative
"the player has firmware , which will remove the glitches , if there are any .",firmware,positive
the 2600 had false silver plate instead of play display .,"silver, plate",negative
"the headphone earbuds are average , so just use your regular pair instead .","headphone, earbuds",positive
"i use it for ripping cds , which it does a pretty good job of .","ripping, cds",positive
the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot .,"zoom, lens, unit",negative
overall it is a great unit & hopefully creative labs or some other vendor will soon come out with some accessories for it .,unit,positive
overall i like the unit .,unit,positive
the unit works great with my cassette adapter for my car & is also easily worked without taking your eyes off the road !,unit,positive
i quickly got to use to the interface and can find any song / playlist etc fast enough .,interface,positive
interface - practically seamless .,interface,positive
"you can do other different things with it such as choose what kind of "" now playing "" interface , you can see the interface as modern or classical .",interface,positive
"i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem .",servicing,negative
new cds almost always began skipping after a few plays .,cds,negative
i tried as bunch of different formats to see if it would play and it did .,formats,positive
we got two ASPECT#1s for the t - mobile family plan ( indeed very easy to switch to the family plan ) and one came with a broken headphone ( can hear but can not be heard ) and one died today after less than two weeks of use .,headphone,negative
the built in fm radio is excellent for people traveling by public transport .,"fm, radio",positive
the fm radio is cool .,"fm, radio",positive
"with my sennheiser 497 headphones , the volume is loud enough at 12 ( max is 20 ) .",volume,positive
"* does not provide enough volume when connected to larger headphones , or external receivers ( car radio ) .",volume,negative
you can adjust the volume to be heard anywhere or so that it does n't make that big of a disturbance .,volume,positive
"but , then again , the ringer can be so loud that i heard it ringing inside my office , when i was already out on the street .. .",ringer,positive
"less than a month later the screen freezes and eventually shows "" no disc . ""","screen, freezes",negative
"the infrared is a blessing if you have a previous nokia and want to transfer your old phone book to this phone , saved me hours of re - entering my numbers .",infrared,positive
"well just one con - its not really plug and play at first i mean its very confusing to start the program but one you do it , it will be a breeze .",program,negative
it 's a very intuitive program .,program,positive
"on several different occasions it has displayed "" no disc "" with a disc inside .","no, disc",negative
i have ice age and it keeps telling me no disc .,"no, disc",negative
"it would just spin up and stop , and display "" no disc "" .","no, disc",negative
tech support from apex is literally - nonexistent .,"tech, support",negative
"but i ' ve already emailed creative tech support about it , and gotten timely responses - they will fix it for me if necessary .. .","tech, support",positive
the lcd screen was very large and readable .,"lcd, screen",positive
the lcd screen pulls out and rotates in any direction for easy pictures .,"lcd, screen",positive
the grain was terrible .,grain,negative
it also lets you remove songs from the play order .,"remove, songs",positive
"the backlight on the phone goes off way too quickly ( dangerous when you 're driving at night ) , and there 's no way to change this --",backlight,negative
"so loud , really , that it does n't work terribly well as a silent ringer option .","silent, ringer, option",negative
the pc - side software can be goofy and takes a little getting used to but it 's not as bad as some reviewers have indicated .,"pc, -, side, software",negative
usb 2.0 transfer is insanely fast .,"usb, 2.0, transfer",positive
"after hooking the thing up , i found that it would only ASPECT#2ed less than 50 % of the dvds i put in it .",dvds,negative
the player does seem to play dvds adequately enough .,dvds,positive
only one disk played through to completion successfully .,disk,negative
i do n't always care for gracenotes ' genre listings but it allows easy editing of ASPECT#2s .,editing,positive
"excellent picture quality - on par with my pioneer , panasonic , and jvc players .","picture, quality",positive
the picture quality is amazing and you can connect it to your tv and could make silent ASPECT#2s that way if you wanted to .,"picture, quality",positive
"a ) the picture quality ( color and sharpness of focusing ) are so great , it completely eliminated my doubt about digital imaging --- how could one eat rice one grain at a time : - ) )","picture, quality",positive
7 picture quality is excellent .,"picture, quality",positive
"yes , the picture quality and ASPECT#2s which are too numerous to mention are unmatched for any camera in this price range .","picture, quality",positive
"the in - program id3 tag editing is a strong point , as well .","in, -, program, id3, tag, editing",positive
this phone is one of the few phones that have an fm radio tuner built in .,"fm, radio, tuner",positive
"another plus in my book , no file limits !","file, limits",positive
this thing plays everything i feed it .,plays,positive
"it plays everything , even vcd 's .",plays,positive
5 . the zen does not have a stop button !,"stop, button",negative
"nokia was my first nonflip phone , and i ' m glad i decided to go with them .",nokia,positive
"while going for a cellphone , i was fully determined to buy a nokia only as it is the best in cellphones .",nokia,positive
"it would only transfer 30 or so songs , and then come up with an error .",transfer,negative
not counting the time i spent editing the songs ( i suppose i should ' ve done it anyway on my pc ) the transfer was pretty painless .,transfer,positive
"transfer through windows explorer - windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad .",transfer,positive
"my gut tells me the nomad will in the long run be , at best , a 40 gb portable hard drive , albeit one on which i can ' t create folders , or , at worst , a very expensive lesson in companies never to buy products from again ( i have their audigy sound card and find it in many ways equally frustrating ) .",nomad,negative
"i love my new nomad , its great !",nomad,positive
this is my first digital camera and i can say that i am quite impressed with the ASPECT#2s that it has .,"digital, camera",positive
the compact digital camera is especially useful if you have little children around and you can always take the camera with you and take many pictures of them .,"digital, camera",positive
"even with these shortcomings , i still think it is the best digital camera available under $ 1200 .","digital, camera",positive
the function lever - the one which switches between capture and view mode feels fragile .,"function, lever",negative
"finally , amazon 's free shipping is really getting good , it took only 3 working days for the player to reach me !",shipping,positive
"ability to play most discs - i tried dvd , vcd , dvd - r , audio cd and it played all",play,positive
it has a few inconveniences : one is that the songs do not automatically play one after another like on a cd .,play,negative
the songs do n't play one after another like on a cd .,play,negative
"i tried to play the song three times , with no success .",play,negative
"it wo n't play 80 % of my movies , which are all store boughten .",play,negative
"after using it for just a month , i could not play any dvd .",play,negative
"it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk .",play,negative
the service from t - mobile is very good too .,"service, from, t, -, mobile",positive
after about an hour it starts skipping like the dvd 's are dirty .,skipping,negative
"it does n't have firewire , not a real complaint since most windows users do n't generally have firewire cards themselves .",firewire,negative
1 no direct firewire to the camera .,firewire,negative
i ' m glad canon decided to keep the 4mp resolution and improved upon it with new technology ;,"4mp, resolution",positive
no matter the format .,format,positive
accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive .,"accessing, files",positive
"to my ears , a 160 kbps wma file sounds just as good as the source cd , and the zen xtra sounds just as good as a portable cd player .",sounds,positive
the zen xtra sounds great with good headphone and well recored mp3s .,sounds,positive
"no line out jack - as i said , there is none .","line, out, jack",negative
"the signal to noise ratio ( the ratio of detectable , useful data to unusable garbage in , say , a radio wave ; a larger stn ratio is better ) is nice and high at 98 decibles , and it should be noted that apple refuses to release the stn ratio of any of the ipods .","signal, to, noise, ratio",positive
"if you do n't have tags , it 'll lump all of your tracks into the same directory and they can not be searched via artist or album as the zen does not recognize folders .",tags,negative
the headset that comes with the phone has good sound volume but it hurts the ears like you can not imagine !,"sound, volume",positive
however the main reason i am not satisfied with this product is the fact that it will lock up at odd times .,"lock, up",negative
the moveable lcd screen is great .,lcd,positive
one other plus is that napster now supports this device via their software .,napster,positive
"i chose this one because from what i read , it was the best deal for the money .",deal,positive
"it did also seem to have a strong "" new electronics "" smell for some time .",smell,negative
it does n't smell like burning plastic when you open the drive .,smell,positive
i ' ve sent 10 e - mails to their customer service department requesting an ra with no response .,"customer, service, department",negative
"i ' ve attempted to connect this unit to several different tvs , using a multitude of connection methods , and i still can ' t get a video signal from the machine .","video, signal",negative
7 . mediasource did not install on my personal notebook .,mediasource,negative
mediasource did not recognize my tags !,mediasource,negative
"you of course have some good customization options with the unit as well ( sound presets , navigating options , playlists , etc ) .","customization, options",positive
"the xtra improves upon the zen nx with a larger , now - blue backlit screen , which is infinitely better .","backlit, screen",positive
"the included eax support is useful at times , especially when you listen to a variety of genres , as it will adjust the equalizer for you which can be a big hassle .","eax, support",positive
"the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly .","leather, case",positive
i recently purchased the canon powershot g3 and am extremely satisfied with the purchase .,"canon, powershot, g3",positive
"the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n't have to reboot the computer or anything , just open up explorer again .","explorer, program",negative
"it played only one out of three dvd 's without problems , the other two being afflicted by a number of glitches .",dvd,negative
"first of all , i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed .",dvd,negative
so far the dvd works so i hope it does n't break down like the reviews i ' ve read .,dvd,positive
one of the dvd 's i received as a christmas present kept freezing .,dvd,negative
"first and foremost , it will take better pic 's than most film camera 's .",pic,positive
same story as everybody else when trying to get service from apex - nothing .,service,negative
the service from the supplier was exceptional .,service,positive
i like the auto fit feature you can stretch widescreen dvd 's to normal .,"auto, fit, feature",positive
"a nikon will make you happier and leave you lots of good memories , as always .",nikon,positive
"after using it for about a month , i can state unequivocably that this nikon definitely delivers a huge bang for the buck .",nikon,positive
i highly recommend a nokia 6610 .,"nokia, 6610",positive
"one more thing , the default ringtones that come with the phone are horrible .","default, ringtones",negative
"however , the calls constantly drop in my area and i experince mega - static , to the point where i 'd have to dial numbers 6 - 7 times to get a clear line .",calls,negative
"first of all , my calls were loud and clear , unlike with sprint .",calls,positive
navigation system - the zen xtra uses id3 tags that are embedded in the mp3 files to organize your songs .,"navigation, system",negative
"the zen xtra will transfer the files to the player , but not the folder name .","folder, name",negative
i can ' t rate it one star only because when it does work it 's pretty good .,work,negative
"3 ) it does not work automatically like a hard drive when you connect it to your computer , like some players",work,negative
"the phone has a few minor inconveniences , but only because it lacks those features , bluetooth and high spend internet , but there are very few problems with things that you expected this phone to do .",bluetooth,negative
the zen serves as a back - up device as well as a player .,"back, -, up, device",positive
good quality video .,"quality, video",positive
"oh , and the screen saver feature is pretty sweet ^ _ ^","screen, saver, feature",positive
pc cable is too expensive ... $ 50 for a usb cable ?,"pc, cable",negative
"however , its 3x optical setting is acceptable for 70 % of the shots that i take .","3x, optical, setting",positive
"kind of bulky and the wheel is awkward , but i can deal with that .",wheel,negative
"the ASPECT#1s are razor - sharp , even in macro .",macro,positive
the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit :,"hot, shoe, flash, attachment",positive
even viewed cds full of jpgs .,jpgs,positive
player has a problem with dual - layer dvd 's such as alias season 1 and season 2 .,"dual, -, layer, dvd",negative
- this did not feel like quality construction and i was n't sure how long it would last .,"quality, construction",negative
- outstanding signal reception,"signal, reception",positive
"the 4300 comes with excellent easy to install software i use it on xp and win98 without problem , battery charger , usb and video cable .","install, software",positive
the general button placement is not very user - friendly .,"button, placement",negative
the loud speaker function on the 6610 is great because you do n't need to put your phone right next to your ear to talk .,"loud, speaker, function",positive
without a doubt the finest looking apex dvd player that i ' ve seen .,"looking, apex, dvd, player",positive
"ring tones only come with crazy songs and annoying rings , there is only one ring that sounds close to a regular ring .","ring, tones",negative
the strap is horrible and gets in the way of parts of the camera you need access to .,strap,negative
the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda wolla .,"memory, card",positive
the included memory card is too small .,"memory, card",negative
i ' ve also had the nomad zen lock - up several times .,"lock, -, up",negative
the phone is very light weight .,weight,positive
"noiseless , light weight and oh yeah .",weight,positive
"it is light weight , sleek and attractive .",weight,positive
color screen is good .,"color, screen",positive
it has a nice color screen .,"color, screen",positive
"the interface software itself , which should be user - friendly , was anything but easy - to - use .","interface, software",negative
. even the slightest of the shakes totally distorts your image,image,negative
. lens cap is a really annoying,"lens, cap",negative
1 ) the included lens cap is very loose on the camera .,"lens, cap",negative
in addition it comes with a sleek and powerful headset .,headset,positive
"ripping & ASPECT#2ring tunes is basic , and pretty fast ( even on a 1.1 usb ) .",ripping,positive
"i am ripping my cd collection into 160 kbps wma files ; this gives an average of around 60 - 65 mb per cd , good for about 900 cds in the ~ 57,000 mb of free memory available to me .",ripping,positive
regarding pc software support nokia suite does not work with some versions of xp as i tried to connect my phone via infrared port on my laptop .,"pc, software, support",negative
"one bad thing is that it comes with a pitiful 32 mb compactflash card , and for most purposes , it is not enough .","32, mb, compactflash, card",negative
the powershot g3 is a great camera .,"powershot, g3",positive
the eax settings are somewhat superfluous but not really a negative .,"eax, settings",positive
"the g3 is loaded with many useful ASPECT#1s , and unlike many smaller digital cameras , it is easy to hold steady when using slower shutter speeds .",hold,positive
"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage .",display,positive
retraction : said mine had silver plate : it does have display .,display,positive
"the display is awesome , you can see everything you want and read it clearly",display,positive
i like the automatic key lock function .,"automatic, key, lock, function",positive
"and with usb 2.0 , transferring music to your player is incredibly easy .","transferring, music",positive
"you can do * so * much more with the pc suite , i.e. free ringtones from midi files , free graphics from any picture on your computer , and if you know how to program jme you can even make your own apps / games .","pc, suite",positive
i decided to save the $ $ and opted for the zen xtra ... and i was not disappointed .,"zen, xtra",positive
"if you want to rename a cd title that you have already transferred , you will become frustrated quite quickly .",rename,negative
"like other reviewers , installation was hell .",installation,negative
we tried it out christmas night and it worked great .,worked,positive
software downloads on the site crashed my pc .,"software, downloads",negative
i would have rated it five stars but for the poor manual .,manual,negative
it comes with a clearly written manual and the learning curve is not too too steep .,manual,positive
the manual does a fine job filling in any blanks that remain .,manual,positive
i did not managed to make creative nomad explorer to work .,"nomad, explorer",negative
my favorite thing about the nomad is the eax feature .,"eax, feature",positive
i also did n't like the way it displayed information way down into the screen when you are in zoom mode .,"zoom, mode",negative
i find all of the controls well - placed and not flimsy in the least .,controls,positive
controls are a bit awkward .,controls,negative
"the controls are on the side instead of on the front , which i like , because that 's where my thumb is when i hold the thing !",controls,positive
"the controls on the player are very simple , no need for a manual .",controls,positive
- the controls are much inferior to the simple ipod ones .,controls,negative
all the ASPECT#1s & neccessary lil ' gadgets are on the sides of the player which is nice for when you are holding it in the palm of your hand .,gadgets,positive
"my jpeg pictures are viewable ( not so sharp and vivid ) on my 27 "" screen but seem not as clear as when i view them on my 17 "" monitor .","jpeg, pictures",negative
i had to sit on the phone with customer support for 2 hours and they did not help at all .,"customer, support",negative
it had a heavier and more sturdy casing .,casing,negative
"the menu allows you to search for files by artist , genre , and album quite easily .",menu,positive
this unit was working fine for the 1st month and a half and then the color signal disappeared .,"color, signal",negative
